,Issuer Name,Insured Bonds,State Code,Mod Dur (Mid),Iss Spd Wst,Issue Date,Cpn,Maturity,Mty Size,Yield at Issue,YTW Sprd to Mty at Iss,MSRB Volume,BBG Composite,LQA Score,County,USPS,NAME,INTPTLAT,INTPTLONG                                                                                                               
803,City of Batavia NY,Y,NY,2.083610362,15.23634521,10/10/2017,2.5,10/1/2024,60000,1.7,15.23634521,,AA-,72,Genesee,NY,Genesee,43.00091,-78.192778
804,City of Batavia NY,Y,NY,3.002296758,16.14275616,10/10/2017,2.625,10/1/2025,65000,1.85,16.14275616,,AA-,63,Genesee,NY,Genesee,43.00091,-78.192778
805,City of Baudette MN,N,MN,0.4941821,42.1175656,7/13/2017,2.25,2/1/2023,115000,1.7,42.1175656,,,87,Lake of the Woods,MN,Lake of the Woods,48.7681,-94.904633
806,City of Baudette MN,N,MN,1.467370351,42.01027679,7/13/2017,2.25,2/1/2024,125000,1.85,42.01027679,,,71,Lake of the Woods,MN,Lake of the Woods,48.7681,-94.904633
807,Galveston County Municipal Utility District No 32,N,TX,0.08046078,113.3318574,7/1/2017,3,9/1/2022,20000,2.3,113.3318574,,,94,Harris,TX,Harris,29.857273,-95.393037
808,Galveston County Municipal Utility District No 32,N,TX,1.047868854,113.1543494,7/1/2017,3,9/1/2023,15000,2.45,113.1543494,,,70,Harris,TX,Harris,29.857273,-95.393037
809,Galveston County Municipal Utility District No 32,N,TX,1.985604866,112.8772028,7/1/2017,3,9/1/2024,15000,2.6,112.8772028,,,55,Harris,TX,Harris,29.857273,-95.393037
810,Galveston County Municipal Utility District No 32,N,TX,2.895719085,112.9369804,7/1/2017,3,9/1/2025,15000,2.75,112.9369804,,,45,Harris,TX,Harris,29.857273,-95.393037
811,Galveston County Municipal Utility District No 32,N,TX,3.778298363,114.6715052,7/1/2017,3,9/1/2026,15000,2.9,114.6715052,,,38,Harris,TX,Harris,29.857273,-95.393037
812,Galveston County Municipal Utility District No 46,Y,TX,0.080474312,56.05384932,12/15/2017,3,9/1/2022,100000,2.2,56.05384932,,A+,99,Galveston,TX,Galveston,29.233453,-94.888456
813,Galveston County Municipal Utility District No 46,Y,TX,1.048986477,58.63917808,12/15/2017,3,9/1/2023,100000,2.3,58.63917808,,A+,90,Galveston,TX,Galveston,29.233453,-94.888456
814,Galveston County Municipal Utility District No 46,Y,TX,1.987980108,60.72008219,12/15/2017,3,9/1/2024,100000,2.4,60.72008219,,A+,78,Galveston,TX,Galveston,29.233453,-94.888456
815,Galveston County Municipal Utility District No 44,N,TX,0.0804558,89.21607909,4/1/2017,2.6,9/1/2022,115000,2.6,89.21607909,,,99,Galveston,TX,Galveston,29.233453,-94.888456
816,Galveston County Municipal Utility District No 44,N,TX,1.048837135,92.55045822,4/1/2017,2.8,9/1/2023,120000,2.8,92.55045822,,,85,Galveston,TX,Galveston,29.233453,-94.888456
817,Galveston County Municipal Utility District No 44,N,TX,1.98475548,96.20621438,4/1/2017,3,9/1/2024,125000,3,96.20621438,,,72,Galveston,TX,Galveston,29.233453,-94.888456
818,Galveston County Municipal Utility District No 44,N,TX,2.889955003,101.0455785,4/1/2017,3.1,9/1/2025,135000,3.2,101.0455785,,,56,Galveston,TX,Galveston,29.233453,-94.888456
819,Galveston County Water Control & Improvement District No 8,Y,TX,0.65361252,43.22981644,12/1/2017,2,4/1/2023,45000,2,43.22981644,,,82,Galveston,TX,Galveston,29.233453,-94.888456
820,Galveston County Water Control & Improvement District No 8,Y,TX,1.603616759,47.83058904,12/1/2017,3,4/1/2024,50000,2.15,47.83058904,,,73,Galveston,TX,Galveston,29.233453,-94.888456
821,City of Galveston TX,N,TX,0.732626894,40.24583315,2/15/2017,4,5/1/2023,720000,2.27,40.24583315,245000,AA-,94,Galveston,TX,Galveston,29.233453,-94.888456
822,City of Galveston TX,N,TX,1.675815454,43.69572667,2/15/2017,4,5/1/2024,750000,2.44,43.69572667,,AA-,85,Galveston,TX,Galveston,29.233453,-94.888456
823,City of Galveston TX,N,TX,2.584159458,44.72963641,2/15/2017,4,5/1/2025,780000,2.58,44.72963641,,AA-,75,Galveston,TX,Galveston,29.233453,-94.888456
824,City of Galveston TX,N,TX,3.459625244,46.59874282,2/15/2017,4,5/1/2026,810000,2.71,46.59874282,,AA-,67,Galveston,TX,Galveston,29.233453,-94.888456
825,City of Garden City KS,N,KS,0.246550697,10.43512329,12/15/2017,2,11/1/2022,225000,1.8,10.43512329,,,94,Finney,KS,Finney,38.049808,-100.739967
826,City of Garden City KS,N,KS,1.221855826,12.89845205,12/15/2017,2,11/1/2023,230000,1.9,12.89845205,,,76,Finney,KS,Finney,38.049808,-100.739967
827,City of Garden City KS,N,KS,2.177121619,13.95224384,12/15/2017,2,11/1/2024,235000,2,13.95224384,,,62,Finney,KS,Finney,38.049808,-100.739967
828,Fairfax County Water Authority,N,VA,4.15134263,-2.931958934,3/1/2017,5,4/1/2027,10780000,2.26,-2.931958934,85000,AAA,71,Fairfax,VA,Fairfax,38.82952,-77.273252
829,Harris-Fort Bend Counties Municipal Utility District No 3,Y,TX,0.653938526,56.79807399,7/1/2017,2,4/1/2023,200000,1.9,56.79807399,,,93,Harris,TX,Harris,29.857273,-95.393037
830,Harris-Fort Bend Counties Municipal Utility District No 3,Y,TX,1.618257605,62.16305404,7/1/2017,2,4/1/2024,200000,2.1,62.16305404,,,77,Harris,TX,Harris,29.857273,-95.393037
831,Harris-Waller Counties Municipal Utility District No 2,N,TX,0.080455782,102.7899906,8/1/2017,2.25,9/1/2022,60000,2.25,102.7899906,,,99,Harris,TX,Harris,29.857273,-95.393037
832,Harris-Waller Counties Municipal Utility District No 2,N,TX,1.05093207,112.8403232,8/1/2017,2.5,9/1/2023,65000,2.5,112.8403232,,,80,Harris,TX,Harris,29.857273,-95.393037
833,Harris-Waller Counties Municipal Utility District No 2,N,TX,1.991428168,117.707419,8/1/2017,2.7,9/1/2024,65000,2.7,117.707419,,,64,Harris,TX,Harris,29.857273,-95.393037
834,Harris-Waller Counties Municipal Utility District No 2,N,TX,2.901100598,117.7005941,8/1/2017,2.85,9/1/2025,60000,2.85,117.7005941,,,48,Harris,TX,Harris,29.857273,-95.393037
835,Harris County Municipal Utility District No 109,Y,TX,0.163574453,29.48644308,2/1/2017,2,10/1/2022,430000,1.97,29.48644308,,,99,Harris,TX,Harris,29.857273,-95.393037
836,Harris County Municipal Utility District No 109,Y,TX,1.13892639,34.45234339,2/1/2017,2,10/1/2023,440000,2.15,34.45234339,,,82,Harris,TX,Harris,29.857273,-95.393037
837,Harris County Municipal Utility District No 109,Y,TX,2.071303651,40.57202568,2/1/2017,3,10/1/2024,460000,2.34,40.57202568,,,74,Harris,TX,Harris,29.857273,-95.393037
838,Harris County Municipal Utility District No 82,Y,TX,0.163496578,32.46811341,3/1/2017,3,10/1/2022,50000,2,32.46811341,,,84,Harris,TX,Harris,29.857273,-95.393037
839,Harris County Municipal Utility District No 82,Y,TX,1.130232088,31.42181631,3/1/2017,3,10/1/2023,50000,2.15,31.42181631,,,72,Harris,TX,Harris,29.857273,-95.393037
840,Harris County Municipal Utility District No 82,Y,TX,2.067872478,40.68772004,3/1/2017,3,10/1/2024,50000,2.4,40.68772004,100000,,59,Harris,TX,Harris,29.857273,-95.393037
841,Harris County Municipal Utility District No 49,Y,TX,0.652360141,52.65206705,7/1/2017,3,4/1/2023,350000,1.83,52.65206705,250000,,94,Harris,TX,Harris,29.857273,-95.393037
842,Harris County Municipal Utility District No 49,Y,TX,1.606401595,54.70420295,7/1/2017,3,4/1/2024,350000,2.01,54.70420295,,,83,Harris,TX,Harris,29.857273,-95.393037
843,Harris County Municipal Utility District No 157,Y,TX,0.569179288,43.52227568,9/1/2017,3,3/1/2023,375000,1.65,43.52227568,,A+,98,Harris,TX,Harris,29.857273,-95.393037
844,Harris County Municipal Utility District No 157,Y,TX,1.536139951,48.57115221,9/1/2017,2,3/1/2024,375000,1.85,48.57115221,,A+,78,Harris,TX,Harris,29.857273,-95.393037
845,Harris County Municipal Utility District No 168,Y,TX,0.080476387,43.11011414,7/1/2017,2,9/1/2022,615000,1.65,43.11011414,,,99,Fort Bend,TX,Fort Bend,29.526602,-95.771015
846,Harris County Municipal Utility District No 168,Y,TX,1.056169011,48.30130088,7/1/2017,2,9/1/2023,610000,1.85,48.30130088,210000,,85,Fort Bend,TX,Fort Bend,29.526602,-95.771015
847,Harris County Municipal Utility District No 168,Y,TX,2.010823664,48.29301339,7/1/2017,2,9/1/2024,935000,2,48.29301339,,,71,Fort Bend,TX,Fort Bend,29.526602,-95.771015
848,Town of Harrison/Village of Harrison NY,N,NY,0.368364745,2.506248813,1/26/2017,3,12/15/2022,430000,1.7,2.506248813,,,55,Westchester,NY,Westchester,41.152686,-73.745753
849,Town of Harrison/Village of Harrison NY,N,NY,1.338427903,4.592886998,1/26/2017,3,12/15/2023,440000,1.85,4.592886998,50000,,79,Westchester,NY,Westchester,41.152686,-73.745753
850,Town of Harrison/Village of Harrison NY,N,NY,2.280356312,6.612744161,1/26/2017,3,12/15/2024,450000,2,6.612744161,,,73,Westchester,NY,Westchester,41.152686,-73.745753
851,County of Hudson NJ,N,NJ,0.895029106,9.868422297,7/7/2017,5,7/1/2023,195000,1.45,9.868422297,,,93,Hudson,NJ,Hudson,40.731375,-74.078601
852,County of Hudson NJ,N,NJ,1.827616756,5.44151728,7/7/2017,5,7/1/2024,200000,1.55,5.44151728,,,85,Hudson,NJ,Hudson,40.731375,-74.078601
853,County of Hudson NJ,N,NJ,2.718975897,6.822537661,7/7/2017,5,7/1/2025,205000,1.71,6.822537661,50000,,75,Hudson,NJ,Hudson,40.731375,-74.078601
854,County of Hudson NJ,N,NJ,4.390276996,13.59314433,7/7/2017,5,7/1/2027,215000,2.02,13.59314433,,,60,Hudson,NJ,Hudson,40.731375,-74.078601
855,Town of Hudson MA,N,MA,1.773204853,6.046059685,6/15/2017,3,6/1/2024,255000,1.55,6.046059685,,,81,Middlesex,MA,Middlesex,42.481718,-71.394916
856,Town of Hudson MA,N,MA,2.701162956,5.271282267,6/15/2017,3,6/1/2025,255000,1.7,5.271282267,,,70,Middlesex,MA,Middlesex,42.481718,-71.394916
857,Village of Fontana on Geneva Lake WI,N,WI,0.494256934,11.76523835,3/2/2017,3,2/1/2023,190000,1.9,11.76523835,,,90,Walworth,WI,Walworth,42.66811,-88.541731
858,Village of Fontana on Geneva Lake WI,N,WI,1.462380772,6.961073264,3/2/2017,3,2/1/2024,195000,2,6.961073264,,,79,Walworth,WI,Walworth,42.66811,-88.541731
859,Village of Fontana on Geneva Lake WI,N,WI,2.402150721,7.401162663,3/2/2017,3,2/1/2025,200000,2.15,7.401162663,75000,,70,Walworth,WI,Walworth,42.66811,-88.541731
860,Village of Fontana on Geneva Lake WI,N,WI,3.315249463,4.535950027,3/2/2017,3,2/1/2026,200000,2.25,4.535950027,,,63,Walworth,WI,Walworth,42.66811,-88.541731
861,Village of Fontana on Geneva Lake WI,N,WI,4.20226573,4.618857959,3/2/2017,3,2/1/2027,215000,2.35,4.618857959,,,54,Walworth,WI,Walworth,42.66811,-88.541731
862,Forest Hills Municipal Utility District,N,TX,0.08045582,116.2039021,2/1/2017,3,9/1/2022,25000,3,116.2039021,,,98,Harris,TX,Harris,29.857273,-95.393037
863,Forest Hills Municipal Utility District,N,TX,1.046072489,123.5238163,2/1/2017,3.2,9/1/2023,25000,3.2,123.5238163,,,82,Harris,TX,Harris,29.857273,-95.393037
864,Forest Hills Municipal Utility District,N,TX,1.978177549,120.8621271,2/1/2017,3.3,9/1/2024,25000,3.3,120.8621271,,,66,Harris,TX,Harris,29.857273,-95.393037
865,City of Manhattan KS,N,KS,0.246686057,17.75767551,6/5/2017,2,11/1/2022,55000,1.6,17.75767551,,AA-,99,Riley,KS,Riley,39.291211,-96.727489
866,City of Manhattan KS,N,KS,1.223244948,16.45915906,6/5/2017,2,11/1/2023,55000,1.75,16.45915906,20000,AA-,82,Riley,KS,Riley,39.291211,-96.727489
867,City of Manhattan KS,N,KS,2.179638433,15.09253879,6/5/2017,2,11/1/2024,55000,1.9,15.09253879,,AA-,68,Riley,KS,Riley,39.291211,-96.727489
868,City of Manhattan KS,N,KS,3.071384535,14.57328668,6/5/2017,3,11/1/2025,55000,2.05,14.57328668,,AA-,64,Riley,KS,Riley,39.291211,-96.727489
869,City of Manhattan KS,N,KS,3.959275619,16.26367203,6/5/2017,3,11/1/2026,55000,2.2,16.26367203,40000,AA-,55,Riley,KS,Riley,39.291211,-96.727489
870,City of Manhattan KS,N,KS,4.821048129,14.21085605,6/5/2017,3,11/1/2027,60000,2.3,14.21085605,,AA-,46,Riley,KS,Riley,39.291211,-96.727489
871,City of Manistee MI Water Supply & Sewage Disposal System Revenue,Y,MI,0.328998145,58.74043014,12/5/2017,3,12/1/2022,70000,2.05,58.74043014,,,99,Manistee,MI,Manistee,44.245268,-86.327537
872,City of Manvel TX,N,TX,0.523294778,16.46710959,12/15/2017,4,2/15/2023,145000,1.9,16.46710959,,,94,Brazoria,TX,Brazoria,29.167817,-95.434647
873,City of Manvel TX,N,TX,1.466747281,17.9378137,12/15/2017,4,2/15/2024,150000,2,17.9378137,,,84,Brazoria,TX,Brazoria,29.167817,-95.434647
874,City of Manvel TX,N,TX,3.306877367,19.51010685,12/15/2017,3,2/15/2026,160000,2.2,19.51010685,,,53,Brazoria,TX,Brazoria,29.167817,-95.434647
875,City of Manvel TX,N,TX,4.180686566,21.57014247,12/15/2017,3,2/15/2027,165000,2.3,21.57014247,,,45,Brazoria,TX,Brazoria,29.167817,-95.434647
876,City of Lake Forest IL,N,IL,1.343111507,23.04423794,6/5/2017,2,12/15/2023,515000,1.85,23.04423794,,,82,Lake,IL,Lake,42.185968,-87.805939
877,City of Lake Forest IL,N,IL,2.287311425,21.64295477,6/5/2017,2.5,12/15/2024,525000,2,21.64295477,,,77,Lake,IL,Lake,42.185968,-87.805939
878,City of Lake Forest IL,N,IL,3.212235152,16.27136824,6/5/2017,2.5,12/15/2025,535000,2.1,16.27136824,,,67,Lake,IL,Lake,42.185968,-87.805939
879,City of Lake Jackson TX Waterworks and Sewer Revenue,N,TX,0.688634024,28.22434247,11/1/2017,4,4/15/2023,275000,1.7,28.22434247,300000,AA-,97,Brazoria,TX,Brazoria,29.167817,-95.434647
880,City of Lake Jackson TX Waterworks and Sewer Revenue,N,TX,1.631931787,30.11883014,11/1/2017,4,4/15/2024,275000,1.85,30.11883014,,AA-,89,Brazoria,TX,Brazoria,29.167817,-95.434647
881,City of Lake Jackson TX Waterworks and Sewer Revenue,N,TX,2.540282065,31.82166849,11/1/2017,4,4/15/2025,275000,2,31.82166849,,AA-,80,Brazoria,TX,Brazoria,29.167817,-95.434647
882,City of Lake Jackson TX Waterworks and Sewer Revenue,N,TX,3.415412823,34.3411726,11/1/2017,4,4/15/2026,275000,2.15,34.3411726,,AA-,75,Brazoria,TX,Brazoria,29.167817,-95.434647
883,City of Lake Mills WI Combined Utility System Revenue,N,WI,0.734328895,36.32724699,4/6/2017,3,5/1/2023,50000,2.2,36.32724699,,,88,Jefferson,WI,Jefferson,43.013804,-88.773985
884,City of Lake Mills WI Combined Utility System Revenue,N,WI,1.687543869,40.04851735,4/6/2017,3,5/1/2024,50000,2.4,40.04851735,,,74,Jefferson,WI,Jefferson,43.013804,-88.773985
885,City of Lake Mills WI Combined Utility System Revenue,N,WI,2.613048848,44.45153436,4/6/2017,3,5/1/2025,55000,2.6,44.45153436,,,64,Jefferson,WI,Jefferson,43.013804,-88.773985
886,Lake View Management and Development District,N,TX,0.520201738,113.3596384,11/1/2017,3,2/15/2023,125000,2.6,113.3596384,,,91,#N/A Field Not Applicable,TX,Henderson County,32.211633,-95.853418
887,Lake View Management and Development District,N,TX,1.466119597,120.8057699,11/1/2017,3,2/15/2024,125000,2.8,120.8057699,,,77,#N/A Field Not Applicable,TX,Henderson County,32.211633,-95.853418
888,Lake View Management and Development District,N,TX,2.381922751,117.924137,11/1/2017,3,2/15/2025,130000,2.9,117.924137,,,67,#N/A Field Not Applicable,TX,Henderson County,32.211633,-95.853418
889,Lakeside Water Control & Improvement District No 2-D,Y,TX,0.080470265,39.04345205,12/1/2017,3,9/1/2022,300000,2.15,39.04345205,,A,87,Travis,TX,Travis,30.239513,-97.69127
890,Lakeside Water Control & Improvement District No 2-D,Y,TX,1.987261969,44.83433699,12/1/2017,3,9/1/2024,300000,2.4,44.83433699,,A,78,Travis,TX,Travis,30.239513,-97.69127
891,City of Llano TX,Y,TX,0.119282773,18.24706169,3/9/2017,3,9/15/2022,70000,1.85,18.24706169,,,77,Llano,TX,Llano,30.707584,-98.68469
892,City of Llano TX,Y,TX,1.088150487,17.69675966,3/9/2017,3,9/15/2023,75000,2,17.69675966,,,15,Llano,TX,Llano,30.707584,-98.68469
893,City of Llano TX,Y,TX,2.027735048,12.36359399,3/9/2017,3,9/15/2024,75000,2.1,12.36359399,,,4,Llano,TX,Llano,30.707584,-98.68469
894,City of Llano TX,Y,TX,2.94033738,8.282811493,3/9/2017,3,9/15/2025,80000,2.2,8.282811493,,,2,Llano,TX,Llano,30.707584,-98.68469
895,City of Llano TX,Y,TX,3.826404782,11.73890893,3/9/2017,3,9/15/2026,80000,2.35,11.73890893,,,1,Llano,TX,Llano,30.707584,-98.68469
896,City of Jasper AL,N,AL,0.737804807,53.22902828,6/7/2017,1.85,5/1/2023,580000,1.9,53.22902828,185000,,82,Walker,AL,Walker,33.791558,-87.301094
897,City of Jasper AL,N,AL,1.676178311,53.13039186,6/7/2017,4,5/1/2024,595000,2.06,53.13039186,,,81,Walker,AL,Walker,33.791558,-87.301094
898,City of Jasper AL,N,AL,2.649638136,56.07313063,6/7/2017,2,5/1/2025,635000,2.25,56.07313063,75000,,44,Walker,AL,Walker,33.791558,-87.301094
899,City of Jasper AL,N,AL,3.461713228,62.49642753,6/7/2017,4,5/1/2026,635000,2.46,62.49642753,,,53,Walker,AL,Walker,33.791558,-87.301094
900,City of Jasper AL,N,AL,4.307742571,64.71419321,6/7/2017,4,5/1/2027,700000,2.6,64.71419321,,,44,Walker,AL,Walker,33.791558,-87.301094
901,City of Horace ND,N,ND,0.736462193,61.55086018,7/10/2017,2,5/1/2023,195000,2,61.55086018,,,83,Cass,ND,Cass,46.927003,-97.252375
902,City of Horace ND,N,ND,1.697975031,67.32059923,7/10/2017,2.2,5/1/2024,200000,2.2,67.32059923,,,72,Cass,ND,Cass,46.927003,-97.252375
903,City of Horace ND,N,ND,2.632094098,72.86521183,7/10/2017,2.4,5/1/2025,205000,2.4,72.86521183,,,62,Cass,ND,Cass,46.927003,-97.252375
904,Horizon Regional Municipal Utility District,Y,TX,0.493315134,32.99553111,3/1/2017,2.5,2/1/2023,155000,2.1,32.99553111,,,81,El Paso,TX,El Paso,31.76648,-106.241423
905,Horizon Regional Municipal Utility District,Y,TX,1.459500836,37.18188307,3/1/2017,3,2/1/2024,155000,2.3,37.18188307,,,63,El Paso,TX,El Paso,31.76648,-106.241423
906,Fort Bend County Municipal Utility District No 24,Y,TX,0.080447973,63.86814941,7/1/2017,4,9/1/2022,115000,1.85,63.86814941,,,98,Fort Bend,TX,Fort Bend,29.526602,-95.771015
907,Fort Bend County Municipal Utility District No 24,Y,TX,1.039988986,62.98948419,7/1/2017,4,9/1/2023,115000,2,62.98948419,,,82,Fort Bend,TX,Fort Bend,29.526602,-95.771015
908,Fort Bend County Municipal Utility District No 24,Y,TX,1.961797285,67.06685057,7/1/2017,4,9/1/2024,120000,2.2,67.06685057,,,71,Fort Bend,TX,Fort Bend,29.526602,-95.771015
909,Fort Bend County Municipal Utility District No 128,Y,TX,1.049735884,42.56882192,11/1/2017,3,9/1/2023,750000,1.93,42.56882192,75000,AA-,75,Fort Bend,TX,Fort Bend,29.526602,-95.771015
910,Fort Bend County Municipal Utility District No 128,Y,TX,1.989266205,47.79332055,11/1/2017,3,9/1/2024,750000,2.12,47.79332055,75000,AA-,64,Fort Bend,TX,Fort Bend,29.526602,-95.771015
911,Fort Bend County Municipal Utility District No 116,Y,TX,0.080476387,46.66712507,8/1/2017,2,9/1/2022,165000,1.85,46.66712507,,A+,99,Fort Bend,TX,Fort Bend,29.526602,-95.771015
912,Fort Bend County Municipal Utility District No 116,Y,TX,1.056169011,52.44856942,8/1/2017,2,9/1/2023,165000,2.05,52.44856942,,A+,83,Fort Bend,TX,Fort Bend,29.526602,-95.771015
913,Fort Bend County Municipal Utility District No 116,Y,TX,2.00794455,47.92866296,8/1/2017,2.125,9/1/2024,165000,2.15,47.92866296,,A+,68,Fort Bend,TX,Fort Bend,29.526602,-95.771015
914,Fort Bend County Municipal Utility District No 142,Y,TX,0.080486845,66.68246477,8/1/2017,5,9/1/2022,50000,1.9,66.68246477,,A+,95,Fort Bend,TX,Fort Bend,29.526602,-95.771015
915,Fort Bend County Municipal Utility District No 142,Y,TX,1.036614029,67.11727625,8/1/2017,5,9/1/2023,50000,2.05,67.11727625,,A+,93,Fort Bend,TX,Fort Bend,29.526602,-95.771015
916,Fort Bend County Municipal Utility District No 142,Y,TX,1.948058685,62.24984201,8/1/2017,5,9/1/2024,50000,2.15,62.24984201,,A+,84,Fort Bend,TX,Fort Bend,29.526602,-95.771015
917,Fort Bend County Municipal Utility District No 148,N,TX,0.08045578,84.02840548,11/1/2017,2.2,9/1/2022,45000,2.2,84.02840548,,,96,Fort Bend,TX,Fort Bend,29.526602,-95.771015
918,Fort Bend County Municipal Utility District No 148,N,TX,1.051634384,90.77809589,11/1/2017,2.4,9/1/2023,50000,2.4,90.77809589,,,80,Fort Bend,TX,Fort Bend,29.526602,-95.771015
919,Fort Bend County Municipal Utility District No 148,N,TX,1.993673925,97.05151507,11/1/2017,2.6,9/1/2024,50000,2.6,97.05151507,,,64,Fort Bend,TX,Fort Bend,29.526602,-95.771015
920,Fort Bend County Municipal Utility District No 148,N,TX,2.903351539,103.2635452,11/1/2017,2.8,9/1/2025,55000,2.8,103.2635452,,,48,Fort Bend,TX,Fort Bend,29.526602,-95.771015
921,Fort Bend County Municipal Utility District No 185,Y,TX,0.080474312,62.58518833,8/1/2017,3,9/1/2022,135000,1.9,62.58518833,,AA-,99,Fort Bend,TX,Fort Bend,29.526602,-95.771015
922,Fort Bend County Municipal Utility District No 185,Y,TX,1.048988226,58.30113944,8/1/2017,3,9/1/2023,140000,2,58.30113944,,AA-,91,Fort Bend,TX,Fort Bend,29.526602,-95.771015
923,Fort Bend County Municipal Utility District No 185,Y,TX,2.010545926,63.63405241,8/1/2017,2,9/1/2024,145000,2.2,63.63405241,,AA-,72,Fort Bend,TX,Fort Bend,29.526602,-95.771015
924,Fort Bend County Municipal Utility District No 185,Y,TX,2.933929634,68.97925248,8/1/2017,2.25,9/1/2025,155000,2.4,68.97925248,,AA-,59,Fort Bend,TX,Fort Bend,29.526602,-95.771015
925,Fort Bend County Municipal Utility District No 169,Y,TX,0.329278059,78.22314174,7/1/2017,3,12/1/2022,900000,2,78.22314174,,,93,Galveston,TX,Galveston,29.233453,-94.888456
926,Fort Bend County Municipal Utility District No 169,Y,TX,1.297029425,77.72741602,7/1/2017,3,12/1/2023,540000,2.15,77.72741602,,,76,Galveston,TX,Galveston,29.233453,-94.888456
927,Fort Bend County Municipal Utility District No 169,Y,TX,2.235862923,77.1561548,7/1/2017,3,12/1/2024,540000,2.3,77.1561548,45000,,65,Galveston,TX,Galveston,29.233453,-94.888456
928,Eufaula Water Works & Sewer Board,Y,AL,2.499594246,40.42903815,3/30/2017,4,4/1/2025,330000,2.44,40.42903815,,,81,Barbour,AL,Barbour,31.870253,-85.405104
929,Eufaula Water Works & Sewer Board,Y,AL,3.37443041,38.79899607,3/30/2017,4,4/1/2026,345000,2.56,38.79899607,,,76,Barbour,AL,Barbour,31.870253,-85.405104
930,City of Evansdale IA,N,IA,0.819241304,36.52806944,8/29/2017,2,6/1/2023,135000,1.7,36.52806944,,,78,Black Hawk,IA,Black Hawk,42.471132,-92.3076
931,City of Evansdale IA,N,IA,1.784025555,31.53135456,8/29/2017,2,6/1/2024,135000,1.8,31.53135456,,,63,Black Hawk,IA,Black Hawk,42.471132,-92.3076
932,City of Evanston IL,N,IL,0.328678447,42.23537534,10/16/2017,4,12/1/2022,600000,1.77,42.23537534,150000,AA,98,Cook,IL,Cook,41.894294,-87.645455
933,City of Evanston IL,N,IL,1.290149912,43.55739726,10/16/2017,4,12/1/2023,625000,1.92,43.55739726,,AA,90,Cook,IL,Cook,41.894294,-87.645455
934,City of Evanston IL,N,IL,2.214926557,47.51102192,10/16/2017,4,12/1/2024,645000,2.1,47.51102192,,AA,82,Cook,IL,Cook,41.894294,-87.645455
