,Issuer Name,Insured Bonds,Mod Dur (Mid),Iss Spd Wst,Issue Date,Cpn,Maturity,Mty Size,Yield at Issue,YTW Sprd to Mty at Iss,MSRB Volume,BBG Composite,LQA Score,County,State
763,City of Charlottesville VA,N,4.7567138128463,-5.941476777549393,6/29/2017,5.0,12/15/2027,685000,1.8800000000000001,-5.941476777549393,,AAA,61,Charlottesville, VA
764,City of Chaska MN,N,0.49482458823369996,3.759487671232886,11/29/2017,5.0,2/1/2023,430000,1.52,3.759487671232886,,,96,Carver, MN
765,City of Chaska MN,N,1.450767563844561,5.001002739726013,11/29/2017,5.0,2/1/2024,715000,1.6500000000000001,5.001002739726013,90000.0,,87,Carver, MN
766,City of Chaska MN,N,2.363291981963773,5.901347945205493,11/29/2017,5.0,2/1/2025,750000,1.78,5.901347945205493,,,80,Carver, MN
767,City of Chaska MN,N,3.2365800258073474,6.202271232876688,11/29/2017,5.0,2/1/2026,795000,1.9000000000000001,6.202271232876688,70000.0,,73,Carver, MN
768,City of Chaska MN,N,4.0734133444214455,8.373863013698625,11/29/2017,5.0,2/1/2027,830000,2.02,8.373863013698625,,,66,Carver, MN
769,Borough of Chatham NJ,N,0.6553906837817134,11.325927425119907,4/1/2017,2.0,4/1/2023,615000,1.8,11.325927425119907,30000.0,,95,Morris, NJ
770,Borough of Chatham NJ,N,1.6220056790322717,4.6622477793890615,4/1/2017,2.0,4/1/2024,540000,1.9000000000000001,4.6622477793890615,,,85,Morris, NJ
771,Borough of Chatham NJ,N,2.5695633815648633,-1.5510903870984194,4/1/2017,2.0,4/1/2025,555000,2.0,-1.5510903870984194,,,75,Morris, NJ
772,Borough of Chatham NJ,N,3.4908647925473035,-3.326550858163868,4/1/2017,2.125,4/1/2026,580000,2.125,-3.326550858163868,,,67,Morris, NJ
773,Borough of Chatham NJ,N,4.3846994764374365,-2.0429708690566706,4/1/2017,2.25,4/1/2027,610000,2.25,-2.0429708690566706,,,60,Morris, NJ
774,Borough of Chatham NJ,N,5.26486597695101,-9.117837738061318,4/1/2017,2.25,4/1/2028,625000,2.3000000000000003,-9.117837738061318,,,44,Morris, NJ
775,Borough of Chatham NJ,N,5.991861271757077,-9.579663658635118,4/1/2017,3.0,4/1/2029,640000,2.4000000000000004,-9.579663658635118,,,51,Morris, NJ
776,City of Chenoa IL,N,0.32867074638674915,130.2793430516572,1/26/2017,4.25,12/1/2022,65000,3.0,130.2793430516572,,,98,McLean, IL
777,City of Chenoa IL,N,1.2849225950180923,132.28536331677608,1/26/2017,4.25,12/1/2023,70000,3.15,132.28536331677608,,,85,McLean, IL
778,City of Brookfield WI,N,0.32933655502736264,7.617733693181239,6/5/2017,2.0,12/1/2022,325000,1.4000000000000001,7.617733693181239,,,96,Waukesha, WI
779,City of Brookfield WI,N,1.3045816740636635,6.642674558747275,6/5/2017,2.0,12/1/2023,325000,1.55,6.642674558747275,,,81,Waukesha, WI
780,City of Brookfield WI,N,2.2603210108529135,5.626253843975126,6/5/2017,2.0,12/1/2024,325000,1.7000000000000002,5.626253843975126,75000.0,,70,Waukesha, WI
781,City of Brookfield WI,N,4.114471809656863,7.703373153032511,6/5/2017,2.0,12/1/2026,345000,2.0,7.703373153032511,,,51,Waukesha, WI
782,City of Brookfield WI,N,4.8999649476525375,5.911165366325166,6/5/2017,3.0,12/1/2027,350000,2.1,5.911165366325166,,,57,Waukesha, WI
783,City of Brooklyn Center MN,N,0.4945831899528218,8.426158770141544,6/8/2017,3.0,2/1/2023,820000,1.6,8.426158770141544,,,90,Hennepin, MN
784,City of Brooklyn Center MN,N,1.4633298402807833,12.159921537039974,6/8/2017,3.0,2/1/2024,845000,1.8,12.159921537039974,,,78,Hennepin, MN
785,City of Brooklyn Center MN,N,2.4036422862061566,15.847075376453468,6/8/2017,3.0,2/1/2025,870000,2.0,15.847075376453468,,,67,Hennepin, MN
786,City of Brooklyn Center MN,N,3.3171610165055916,10.76586276960525,6/8/2017,3.0,2/1/2026,890000,2.1,10.76586276960525,,,57,Hennepin, MN
787,City of Carver MN,N,0.4945831899528218,26.792314518487114,8/17/2017,3.0,2/1/2023,145000,1.6500000000000001,26.792314518487114,,,92,Carver, MN
788,City of Carver MN,N,1.4633298402807833,22.308166552860364,8/17/2017,3.0,2/1/2024,150000,1.75,22.308166552860364,,,81,Carver, MN
789,City of Carver MN,N,2.4036422862061566,22.522523534444417,8/17/2017,3.0,2/1/2025,155000,1.9000000000000001,22.522523534444417,,,71,Carver, MN
790,City of Carver MN,N,3.3171610165055916,18.422566996521404,8/17/2017,3.0,2/1/2026,160000,2.0,18.422566996521404,,,61,Carver, MN
791,City of Carver MN,N,4.204498863876871,16.482297461465144,8/17/2017,3.0,2/1/2027,160000,2.1,16.482297461465144,,,53,Carver, MN
792,Town of Cary NC Combined Utility Systems Revenue,N,0.32971891890866106,3.913939848813053,3/16/2017,5.0,12/1/2022,900000,1.71,3.913939848813053,25000.0,AAA,96,Wake, NC
793,Town of Cary NC Combined Utility Systems Revenue,N,1.2864179937003584,10.761915519174647,3/16/2017,5.0,12/1/2023,945000,1.94,10.761915519174647,50000.0,AAA,91,Wake, NC
794,Town of Cary NC Combined Utility Systems Revenue,N,3.074075930974596,14.700971694186205,3/16/2017,5.0,12/1/2025,1045000,2.2800000000000002,14.700971694186205,45000.0,AAA,74,Wake, NC
795,Town of Cary NC Combined Utility Systems Revenue,N,3.9125342993741095,13.20585969640753,3/16/2017,5.0,12/1/2026,1100000,2.38,13.20585969640753,20000.0,AAA,68,Wake, NC
796,City of Baltimore MD,N,0.8944941288578654,26.376065079385924,2/9/2017,5.0,7/1/2023,3225000,2.2,26.376065079385924,70000.0,A+,88,Baltimore City, MD
797,City of Baltimore MD,N,1.8264355812881645,31.123796912728885,2/9/2017,5.0,7/1/2024,3385000,2.39,31.123796912728885,100000.0,A+,80,Baltimore City, MD
798,City of Batavia NY,Y,0.7367721894056637,14.64448791438735,5/11/2017,2.125,5/1/2023,195000,1.7000000000000002,14.64448791438735,,AA-,86,Genesee, NY
799,City of Batavia NY,Y,1.69875876243598,15.480212174290632,5/11/2017,2.25,5/1/2024,195000,1.87,15.480212174290632,,AA-,74,Genesee, NY
800,City of Batavia NY,Y,2.6394953311012683,12.418759682005497,5/11/2017,2.25,5/1/2025,200000,2.0,12.418759682005497,,AA-,63,Genesee, NY
801,City of Batavia NY,Y,0.16360324116571803,13.010835616438365,10/10/2017,2.5,10/1/2022,60000,1.4000000000000001,13.010835616438365,,AA-,99,Genesee, NY
802,City of Batavia NY,Y,1.1360289202073384,14.33341369863015,10/10/2017,2.5,10/1/2023,60000,1.55,14.33341369863015,,AA-,83,Genesee, NY
803,City of Batavia NY,Y,2.0836103615501935,15.236345205479452,10/10/2017,2.5,10/1/2024,60000,1.7000000000000002,15.236345205479452,,AA-,72,Genesee, NY
804,City of Batavia NY,Y,3.002296757724453,16.142756164383563,10/10/2017,2.625,10/1/2025,65000,1.85,16.142756164383563,,AA-,63,Genesee, NY
805,City of Baudette MN,N,0.4941820998206596,42.11756560426909,7/13/2017,2.25,2/1/2023,115000,1.7000000000000002,42.11756560426909,,,87,Lake of the Woods, MN
806,City of Baudette MN,N,1.4673703507094935,42.01027679398497,7/13/2017,2.25,2/1/2024,125000,1.85,42.01027679398497,,,71,Lake of the Woods, MN
807,Galveston County Municipal Utility District No 32,N,0.08046078042745991,113.33185735392588,7/1/2017,3.0,9/1/2022,20000,2.3000000000000003,113.33185735392588,,,94,Harris, TX
808,Galveston County Municipal Utility District No 32,N,1.0478688538644696,113.15434938414555,7/1/2017,3.0,9/1/2023,15000,2.45,113.15434938414555,,,70,Harris, TX
809,Galveston County Municipal Utility District No 32,N,1.9856048657182324,112.87720279787312,7/1/2017,3.0,9/1/2024,15000,2.6,112.87720279787312,,,55,Harris, TX
810,Galveston County Municipal Utility District No 32,N,2.895719084982501,112.93698037751034,7/1/2017,3.0,9/1/2025,15000,2.75,112.93698037751034,,,45,Harris, TX
811,Galveston County Municipal Utility District No 32,N,3.7782983628188487,114.67150520279947,7/1/2017,3.0,9/1/2026,15000,2.9000000000000004,114.67150520279947,,,38,Harris, TX
812,Galveston County Municipal Utility District No 46,Y,0.08047431217403257,56.05384931506852,12/15/2017,3.0,9/1/2022,100000,2.2,56.05384931506852,,A+,99,Galveston, TX
813,Galveston County Municipal Utility District No 46,Y,1.048986477336746,58.63917808219177,12/15/2017,3.0,9/1/2023,100000,2.3000000000000003,58.63917808219177,,A+,90,Galveston, TX
814,Galveston County Municipal Utility District No 46,Y,1.9879801084261959,60.72008219178082,12/15/2017,3.0,9/1/2024,100000,2.4000000000000004,60.72008219178082,,A+,78,Galveston, TX
815,Galveston County Municipal Utility District No 44,N,0.0804557999142964,89.21607909132541,4/1/2017,2.6,9/1/2022,115000,2.6,89.21607909132541,,,99,Galveston, TX
816,Galveston County Municipal Utility District No 44,N,1.0488371352298673,92.55045821602678,4/1/2017,2.8,9/1/2023,120000,2.8000000000000003,92.55045821602678,,,85,Galveston, TX
817,Galveston County Municipal Utility District No 44,N,1.984755480017978,96.20621437610062,4/1/2017,3.0,9/1/2024,125000,3.0,96.20621437610062,,,72,Galveston, TX
818,Galveston County Municipal Utility District No 44,N,2.8899550030678562,101.04557847196047,4/1/2017,3.1,9/1/2025,135000,3.2,101.04557847196047,,,56,Galveston, TX
819,Galveston County Water Control & Improvement District No 8,Y,0.6536125202451077,43.229816438356174,12/1/2017,2.0,4/1/2023,45000,2.0,43.229816438356174,,,82,Galveston, TX
820,Galveston County Water Control & Improvement District No 8,Y,1.6036167585770702,47.83058904109587,12/1/2017,3.0,4/1/2024,50000,2.15,47.83058904109587,,,73,Galveston, TX
821,City of Galveston TX,N,0.7326268941744312,40.24583314875034,2/15/2017,4.0,5/1/2023,720000,2.27,40.24583314875034,245000.0,AA-,94,Galveston, TX
822,City of Galveston TX,N,1.6758154540160672,43.69572666939554,2/15/2017,4.0,5/1/2024,750000,2.44,43.69572666939554,,AA-,85,Galveston, TX
823,City of Galveston TX,N,2.5841594576249345,44.72963641433907,2/15/2017,4.0,5/1/2025,780000,2.58,44.72963641433907,,AA-,75,Galveston, TX
824,City of Galveston TX,N,3.4596252442410713,46.598742823747585,2/15/2017,4.0,5/1/2026,810000,2.71,46.598742823747585,,AA-,67,Galveston, TX
825,City of Garden City KS,N,0.24655069719138234,10.435123287671244,12/15/2017,2.0,11/1/2022,225000,1.8,10.435123287671244,,,94,Finney, KS
826,City of Garden City KS,N,1.2218558258349912,12.898452054794518,12/15/2017,2.0,11/1/2023,230000,1.9000000000000001,12.898452054794518,,,76,Finney, KS
827,City of Garden City KS,N,2.177121619222014,13.95224383561644,12/15/2017,2.0,11/1/2024,235000,2.0,13.95224383561644,,,62,Finney, KS
828,Fairfax County Water Authority,N,4.151342630343305,-2.9319589340530694,3/1/2017,5.0,4/1/2027,10780000,2.2600000000000002,-2.9319589340530694,85000.0,AAA,71,Fairfax, VA
829,Harris-Fort Bend Counties Municipal Utility District No 3,Y,0.6539385264252299,56.79807399005801,7/1/2017,2.0,4/1/2023,200000,1.9000000000000001,56.79807399005801,,,93,Harris, TX
830,Harris-Fort Bend Counties Municipal Utility District No 3,Y,1.6182576050313369,62.163054036177165,7/1/2017,2.0,4/1/2024,200000,2.1,62.163054036177165,,,77,Harris, TX
831,Harris-Waller Counties Municipal Utility District No 2,N,0.0804557821772454,102.78999057865646,8/1/2017,2.25,9/1/2022,60000,2.25,102.78999057865646,,,99,Harris, TX
832,Harris-Waller Counties Municipal Utility District No 2,N,1.050932070145647,112.84032322898834,8/1/2017,2.5,9/1/2023,65000,2.5,112.84032322898834,,,80,Harris, TX
833,Harris-Waller Counties Municipal Utility District No 2,N,1.9914281683505384,117.70741900774804,8/1/2017,2.7,9/1/2024,65000,2.7,117.70741900774804,,,64,Harris, TX
834,Harris-Waller Counties Municipal Utility District No 2,N,2.901100598086738,117.70059414887876,8/1/2017,2.85,9/1/2025,60000,2.85,117.70059414887876,,,48,Harris, TX
835,Harris County Municipal Utility District No 109,Y,0.1635744530445642,29.486443075120604,2/1/2017,2.0,10/1/2022,430000,1.97,29.486443075120604,,,99,Harris, TX
836,Harris County Municipal Utility District No 109,Y,1.1389263900101758,34.45234338749523,2/1/2017,2.0,10/1/2023,440000,2.15,34.45234338749523,,,82,Harris, TX
837,Harris County Municipal Utility District No 109,Y,2.0713036508545724,40.572025676084934,2/1/2017,3.0,10/1/2024,460000,2.34,40.572025676084934,,,74,Harris, TX
838,Harris County Municipal Utility District No 82,Y,0.16349657822198502,32.46811341270748,3/1/2017,3.0,10/1/2022,50000,2.0,32.46811341270748,,,84,Harris, TX
839,Harris County Municipal Utility District No 82,Y,1.130232087932811,31.421816305971497,3/1/2017,3.0,10/1/2023,50000,2.15,31.421816305971497,,,72,Harris, TX
840,Harris County Municipal Utility District No 82,Y,2.067872478235747,40.68772003540979,3/1/2017,3.0,10/1/2024,50000,2.4000000000000004,40.68772003540979,100000.0,,59,Harris, TX
841,Harris County Municipal Utility District No 49,Y,0.652360140967536,52.652067050824236,7/1/2017,3.0,4/1/2023,350000,1.83,52.652067050824236,250000.0,,94,Harris, TX
842,Harris County Municipal Utility District No 49,Y,1.6064015947479275,54.7042029464446,7/1/2017,3.0,4/1/2024,350000,2.0100000000000002,54.7042029464446,,,83,Harris, TX
843,Harris County Municipal Utility District No 157,Y,0.5691792882233802,43.52227567910998,9/1/2017,3.0,3/1/2023,375000,1.6500000000000001,43.52227567910998,,A+,98,Harris, TX
844,Harris County Municipal Utility District No 157,Y,1.5361399511928833,48.57115220683761,9/1/2017,2.0,3/1/2024,375000,1.85,48.57115220683761,,A+,78,Harris, TX
845,Harris County Municipal Utility District No 168,Y,0.08047638690717991,43.11011414397823,7/1/2017,2.0,9/1/2022,615000,1.6500000000000001,43.11011414397823,,,99,Fort Bend, TX
846,Harris County Municipal Utility District No 168,Y,1.0561690113898559,48.30130088045739,7/1/2017,2.0,9/1/2023,610000,1.85,48.30130088045739,210000.0,,85,Fort Bend, TX
847,Harris County Municipal Utility District No 168,Y,2.01082366400215,48.29301338983121,7/1/2017,2.0,9/1/2024,935000,2.0,48.29301338983121,,,71,Fort Bend, TX
848,Town of Harrison/Village of Harrison NY,N,0.36836474507128397,2.506248812967793,1/26/2017,3.0,12/15/2022,430000,1.7000000000000002,2.506248812967793,,,55,Westchester, NY
849,Town of Harrison/Village of Harrison NY,N,1.3384279027117325,4.59288699785263,1/26/2017,3.0,12/15/2023,440000,1.85,4.59288699785263,50000.0,,79,Westchester, NY
850,Town of Harrison/Village of Harrison NY,N,2.28035631220591,6.6127441610218,1/26/2017,3.0,12/15/2024,450000,2.0,6.6127441610218,,,73,Westchester, NY
851,County of Hudson NJ,N,0.8950291063394828,9.868422296971868,7/7/2017,5.0,7/1/2023,195000,1.45,9.868422296971868,,,93,Hudson, NJ
852,County of Hudson NJ,N,1.8276167555808303,5.441517279951236,7/7/2017,5.0,7/1/2024,200000,1.55,5.441517279951236,,,85,Hudson, NJ
853,County of Hudson NJ,N,2.7189758974233382,6.822537660591332,7/7/2017,5.0,7/1/2025,205000,1.71,6.822537660591332,50000.0,,75,Hudson, NJ
854,County of Hudson NJ,N,4.39027699578392,13.593144325283424,7/7/2017,5.0,7/1/2027,215000,2.02,13.593144325283424,,,60,Hudson, NJ
855,Town of Hudson MA,N,1.7732048530924318,6.04605968548515,6/15/2017,3.0,6/1/2024,255000,1.55,6.04605968548515,,,81,Middlesex, MA
856,Town of Hudson MA,N,2.701162956177338,5.271282266505795,6/15/2017,3.0,6/1/2025,255000,1.7000000000000002,5.271282266505795,,,70,Middlesex, MA
857,Village of Fontana on Geneva Lake WI,N,0.4942569337923965,11.765238353506424,3/2/2017,3.0,2/1/2023,190000,1.9000000000000001,11.765238353506424,,,90,Walworth, WI
858,Village of Fontana on Geneva Lake WI,N,1.4623807723817035,6.96107326384805,3/2/2017,3.0,2/1/2024,195000,2.0,6.96107326384805,,,79,Walworth, WI
859,Village of Fontana on Geneva Lake WI,N,2.402150721097265,7.4011626634674865,3/2/2017,3.0,2/1/2025,200000,2.15,7.4011626634674865,75000.0,,70,Walworth, WI
860,Village of Fontana on Geneva Lake WI,N,3.3152494625667313,4.535950027100144,3/2/2017,3.0,2/1/2026,200000,2.25,4.535950027100144,,,63,Walworth, WI
861,Village of Fontana on Geneva Lake WI,N,4.202265729745529,4.618857959312539,3/2/2017,3.0,2/1/2027,215000,2.35,4.618857959312539,,,54,Walworth, WI
862,Forest Hills Municipal Utility District,N,0.08045582011131108,116.20390207610738,2/1/2017,3.0,9/1/2022,25000,3.0,116.20390207610738,,,98,Harris, TX
863,Forest Hills Municipal Utility District,N,1.0460724888278392,123.52381628223166,2/1/2017,3.2,9/1/2023,25000,3.2,123.52381628223166,,,82,Harris, TX
864,Forest Hills Municipal Utility District,N,1.9781775489480764,120.86212713878166,2/1/2017,3.3,9/1/2024,25000,3.3000000000000003,120.86212713878166,,,66,Harris, TX
865,City of Manhattan KS,N,0.2466860574780909,17.757675514888362,6/5/2017,2.0,11/1/2022,55000,1.6,17.757675514888362,,AA-,99,Riley, KS
866,City of Manhattan KS,N,1.223244948263368,16.45915906138051,6/5/2017,2.0,11/1/2023,55000,1.75,16.45915906138051,20000.0,AA-,82,Riley, KS
867,City of Manhattan KS,N,2.1796384328588596,15.09253878664607,6/5/2017,2.0,11/1/2024,55000,1.9000000000000001,15.09253878664607,,AA-,68,Riley, KS
868,City of Manhattan KS,N,3.0713845348066906,14.573286675661468,6/5/2017,3.0,11/1/2025,55000,2.05,14.573286675661468,,AA-,64,Riley, KS
869,City of Manhattan KS,N,3.9592756185188582,16.263672033956045,6/5/2017,3.0,11/1/2026,55000,2.2,16.263672033956045,40000.0,AA-,55,Riley, KS
870,City of Manhattan KS,N,4.821048128507409,14.210856049624088,6/5/2017,3.0,11/1/2027,60000,2.3000000000000003,14.210856049624088,,AA-,46,Riley, KS
871,City of Manistee MI Water Supply & Sewage Disposal System Revenue,Y,0.3289981453120402,58.74043013698629,12/5/2017,3.0,12/1/2022,70000,2.05,58.74043013698629,,,99,Manistee, MI
872,City of Manvel TX,N,0.5232947777080525,16.467109589041073,12/15/2017,4.0,2/15/2023,145000,1.9000000000000001,16.467109589041073,,,94,Brazoria, TX
873,City of Manvel TX,N,1.4667472810437603,17.937813698630144,12/15/2017,4.0,2/15/2024,150000,2.0,17.937813698630144,,,84,Brazoria, TX
874,City of Manvel TX,N,3.306877367134327,19.51010684931509,12/15/2017,3.0,2/15/2026,160000,2.2,19.51010684931509,,,53,Brazoria, TX
875,City of Manvel TX,N,4.180686566292323,21.570142465753417,12/15/2017,3.0,2/15/2027,165000,2.3000000000000003,21.570142465753417,,,45,Brazoria, TX
876,City of Lake Forest IL,N,1.3431115071039272,23.04423794451782,6/5/2017,2.0,12/15/2023,515000,1.85,23.04423794451782,,,82,Lake, IL
877,City of Lake Forest IL,N,2.287311425313487,21.64295477457805,6/5/2017,2.5,12/15/2024,525000,2.0,21.64295477457805,,,77,Lake, IL
878,City of Lake Forest IL,N,3.2122351515329957,16.27136824149813,6/5/2017,2.5,12/15/2025,535000,2.1,16.27136824149813,,,67,Lake, IL
879,City of Lake Jackson TX Waterworks and Sewer Revenue,N,0.6886340239265802,28.224342465753427,11/1/2017,4.0,4/15/2023,275000,1.7000000000000002,28.224342465753427,300000.0,AA-,97,Brazoria, TX
880,City of Lake Jackson TX Waterworks and Sewer Revenue,N,1.6319317870914898,30.118830136986308,11/1/2017,4.0,4/15/2024,275000,1.85,30.118830136986308,,AA-,89,Brazoria, TX
881,City of Lake Jackson TX Waterworks and Sewer Revenue,N,2.5402820649306297,31.82166849315069,11/1/2017,4.0,4/15/2025,275000,2.0,31.82166849315069,,AA-,80,Brazoria, TX
882,City of Lake Jackson TX Waterworks and Sewer Revenue,N,3.415412823268234,34.341172602739725,11/1/2017,4.0,4/15/2026,275000,2.15,34.341172602739725,,AA-,75,Brazoria, TX
883,City of Lake Mills WI Combined Utility System Revenue,N,0.7343288945438083,36.327246993126636,4/6/2017,3.0,5/1/2023,50000,2.2,36.327246993126636,,,88,Jefferson, WI
884,City of Lake Mills WI Combined Utility System Revenue,N,1.6875438688769009,40.0485173544799,4/6/2017,3.0,5/1/2024,50000,2.4000000000000004,40.0485173544799,,,74,Jefferson, WI
885,City of Lake Mills WI Combined Utility System Revenue,N,2.613048847689133,44.451534359866194,4/6/2017,3.0,5/1/2025,55000,2.6,44.451534359866194,,,64,Jefferson, WI
886,Lake View Management and Development District,N,0.5202017380607042,113.35963835616441,11/1/2017,3.0,2/15/2023,125000,2.6,113.35963835616441,,,91,#N/A Field Not Applicable,
887,Lake View Management and Development District,N,1.466119597010178,120.80576986301368,11/1/2017,3.0,2/15/2024,125000,2.8000000000000003,120.80576986301368,,,77,#N/A Field Not Applicable,
888,Lake View Management and Development District,N,2.3819227512632155,117.92413698630138,11/1/2017,3.0,2/15/2025,130000,2.9000000000000004,117.92413698630138,,,67,#N/A Field Not Applicable,
889,Lakeside Water Control & Improvement District No 2-D,Y,0.08047026455435509,39.043452054794514,12/1/2017,3.0,9/1/2022,300000,2.15,39.043452054794514,,A,87,Travis, TX
890,Lakeside Water Control & Improvement District No 2-D,Y,1.9872619685876403,44.83433698630137,12/1/2017,3.0,9/1/2024,300000,2.4000000000000004,44.83433698630137,,A,78,Travis, TX
